5782.429076129602 0
5783.280602111477 0
5784.132128093351 0
5784.983654075225 0
5785.835180057099 0
5786.686706038972 0
5787.538232020846 0
5788.389758002721 0
5789.241283984595 0
5790.092809966469 0
5790.944335948343 0
5791.795861930217 0
5792.647387912091 0
5793.498913893965 0
5794.350439875840 0
5795.201965857713 0
5796.053491839587 0
5796.905017821461 0
5797.756543803335 0
5798.608069785209 0
5799.459595767084 0
5800.311121748958 0
5801.162647730832 0
5802.014173712706 0
5802.865699694579 0
5803.717225676453 0
5804.568751658328 0
5805.420277640202 0
5806.271803622076 0
5807.123329603950 0
5807.974855585824 0
5808.826381567698 0
5809.677907549572 0
5810.529433531446 0
5811.380959513320 0
5812.232485495194 0
5813.084011477068 0
5813.935537458942 0
5814.787063440816 0
5815.638589422691 0
5816.490115404565 0
5817.341641386439 0
5818.193167368313 0
5819.044693350186 0
5819.896219332060 0
5820.747745313935 0
5821.599271295809 0
5822.450797277683 0
5823.302323259557 0
5824.153849241431 0
5825.005375223305 0
5825.856901205179 0
5826.708427187053 0
5827.559953168927 0
5828.411479150801 0
5829.263005132675 0
5830.114531114549 0
5830.966057096423 0
5831.817583078298 0
5832.669109060172 0
5833.520635042046 0
5834.372161023919 0
5835.223687005793 0
5836.075212987667 0
5836.926738969541 0
5837.778264951416 0
5838.629790933290 0
5839.481316915164 0
5840.332842897038 0
5841.184368878912 0
5842.035894860786 0
5842.887420842660 0
5843.738946824534 0
5844.590472806408 0
5845.441998788282 0
5846.293524770156 0
5847.145050752030 0
5847.996576733904 0
5848.848102715779 0
5849.699628697653 0
5850.551154679526 0
5851.402680661400 0
5852.254206643274 0
5853.105732625148 0
5853.957258607023 0
5854.808784588897 0
5855.660310570771 0
5856.511836552645 0
5857.363362534519 0
5858.214888516392 0
5859.066414498267 0
5859.917940480141 0
5860.769466462015 0
5861.620992443889 0
5862.472518425763 0
5863.324044407637 0
5864.175570389511 0
5865.027096371386 0
5865.878622353260 0
5866.730148335133 0
5867.581674317007 0
5868.433200298881 0
5869.284726280755 0
5870.136252262630 0
5870.987778244504 0
5871.839304226378 0
5872.690830208252 0
5873.542356190126 0
5874.393882171999 0
5875.245408153874 0
5876.096934135748 0
5876.948460117622 0
5877.799986099496 0
5878.651512081370 0
5879.503038063244 0
5880.354564045118 0
5881.206090026993 0
5882.057616008866 0
5882.909141990740 0
5883.760667972614 0
5884.612193954488 0
5885.463719936362 0
5886.315245918237 0
5887.166771900111 0
5888.018297881985 0
5888.869823863859 0
5889.721349845733 0
5890.572875827606 0
5891.424401809481 0
5892.275927791355 0
5893.127453773229 0
5893.978979755103 0
5894.830505736977 0
5895.682031718851 0
5896.533557700725 0
5897.385083682600 0
5898.236609664473 0
5899.088135646347 0
5899.939661628221 0
5900.791187610095 0
5901.642713591969 0
5902.494239573844 0
5903.345765555718 0
5904.197291537592 0
5905.048817519466 0
5905.900343501339 0
5906.751869483213 0
5907.603395465087 0
5908.454921446962 0
5909.306447428836 0
5910.157973410710 0
5911.009499392584 0
5911.861025374458 0
5912.712551356332 0
5913.564077338207 0
5914.415603320080 0
5915.267129301954 0
5916.118655283828 0
5916.970181265702 0
5917.821707247576 0
5918.673233229450 0
5919.524759211325 0
5920.376285193199 0
5921.227811175073 0
5922.079337156946 0
5922.930863138820 0
5923.782389120694 0
5924.633915102569 0
5925.485441084443 0
5926.336967066317 0
5927.188493048191 0
5928.040019030065 0
5928.891545011939 0
5929.743070993813 0
5930.594596975687 0
5931.446122957561 0
